UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6819,M21678,M,301.0,310.7,1657.0,29.9,148.0,1,Failure
4491,L51670,L,302.5,310.4,1967.0,20.3,50.0,0,No Failure
314,L47493,L,298.0,308.6,1313.0,50.8,170.0,0,No Failure
3140,H32553,H,300.4,309.9,1513.0,38.7,76.0,0,No Failure
6221,L53400,L,301.1,310.8,1470.0,49.3,116.0,0,No Failure
6659,L53838,L,301.4,310.4,1430.0,50.9,178.0,0,No Failure
4805,L51984,L,303.7,312.6,1621.0,38.8,182.0,0,No Failure
9487,M24346,M,298.9,309.6,1472.0,46.0,199.0,1,Failure
2588,L49767,L,299.0,308.7,2248.0,16.8,204.0,0,No Failure
5888,H35301,H,301.4,311.1,1445.0,41.4,144.0,0,No Failure
256,L47435,L,298.0,308.2,1489.0,40.4,11.0,1,Failure
891,L48070,L,295.6,306.0,1370.0,52.4,115.0,0,No Failure
9359,L56538,L,298.2,308.7,1407.0,45.1,49.0,0,No Failure
1326,H30739,H,298.8,310.1,1567.0,36.8,197.0,0,No Failure
6312,L53491,L,300.9,310.3,1446.0,44.5,135.0,0,No Failure
5782,M20641,M,301.7,311.1,1618.0,36.7,115.0,0,No Failure
8647,L55826,L,297.5,308.6,1497.0,43.9,91.0,0,No Failure
2720,L49899,L,299.5,309.2,1690.0,29.2,108.0,0,No Failure
3149,H32562,H,300.4,309.8,1448.0,39.7,107.0,0,No Failure
9284,M24143,M,298.3,309.0,1802.0,27.5,71.0,0,No Failure
1960,M16819,M,297.8,307.6,1352.0,49.4,102.0,0,No Failure
1235,H30648,H,297.2,308.5,2440.0,14.0,166.0,0,No Failure
2346,L49525,L,299.2,308.4,1475.0,38.7,22.0,1,Heat Dissipation Failure
441,L47620,L,297.4,308.5,1389.0,39.2,54.0,0,No Failure
4185,L51364,L,302.2,310.6,1334.0,53.2,159.0,0,No Failure
3511,L50690,L,301.7,311.0,1474.0,42.6,164.0,0,No Failure
1257,M16116,M,297.5,308.9,1535.0,37.7,12.0,0,No Failure
4891,L52070,L,303.7,312.4,1525.0,43.9,188.0,0,No Failure
8244,H37657,H,299.1,310.4,1369.0,54.5,104.0,0,No Failure
5514,M20373,M,302.8,312.2,1452.0,50.3,60.0,0,No Failure
4102,L51281,L,301.9,310.4,1884.0,23.4,163.0,0,No Failure
7690,L54869,L,300.6,311.7,1432.0,39.2,2.0,0,No Failure
4236,L51415,L,302.2,310.8,1438.0,41.4,66.0,0,No Failure
7130,L54309,L,300.6,310.0,1635.0,31.0,107.0,0,No Failure
9851,M24710,M,298.5,309.3,1498.0,34.6,46.0,0,No Failure
4257,M19116,M,302.6,311.0,1591.0,33.9,119.0,0,No Failure
415,L47594,L,297.4,308.4,1588.0,32.5,207.0,0,No Failure
1686,L48865,L,297.9,307.3,1824.0,26.3,5.0,1,Failure
7387,M22246,M,299.8,310.6,1574.0,31.8,113.0,0,No Failure
2769,L49948,L,300.0,309.5,1675.0,30.2,11.0,0,No Failure
8038,L55217,L,300.7,311.8,1603.0,34.1,17.0,0,No Failure
8131,H37544,H,300.0,311.2,1393.0,43.1,45.0,0,No Failure
4659,L51838,L,303.1,311.2,1679.0,34.8,25.0,0,No Failure
4936,L52115,L,303.4,312.3,1479.0,42.8,92.0,0,No Failure
7538,L54717,L,300.1,311.3,1305.0,64.7,66.0,0,No Failure
6056,L53235,L,300.7,310.8,1475.0,42.0,147.0,0,No Failure
4459,L51638,L,302.6,310.4,1478.0,47.7,189.0,0,No Failure
3225,M18084,M,300.6,309.5,1557.0,33.8,84.0,0,No Failure
325,M15184,M,297.8,308.5,1488.0,41.9,196.0,0,No Failure
9306,H38719,H,298.3,309.1,1646.0,30.2,125.0,0,No Failure
1535,L48714,L,298.0,308.8,1757.0,29.1,71.0,0,No Failure
4013,M18872,M,302.2,311.2,1360.0,52.8,176.0,0,No Failure
6841,L54020,L,301.1,311.1,1799.0,21.7,206.0,1,Failure
1034,H30447,H,296.4,307.5,1556.0,38.0,62.0,0,No Failure
6574,M21433,M,301.4,310.6,1855.0,25.3,178.0,0,No Failure
7851,M22710,M,300.3,311.7,1447.0,36.8,0.0,0,No Failure
241,M15100,M,298.0,308.1,1339.0,51.6,197.0,0,No Failure
4395,L51574,L,302.2,310.0,1483.0,48.7,20.0,0,No Failure
1926,L49105,L,297.9,307.7,1537.0,37.7,15.0,0,No Failure
7578,L54757,L,300.4,311.2,1530.0,32.0,169.0,0,No Failure
5424,L52603,L,302.6,312.3,1647.0,31.8,52.0,0,No Failure
8425,L55604,L,299.1,310.6,1380.0,44.7,170.0,0,No Failure
935,M15794,M,295.5,306.0,1326.0,50.8,18.0,0,No Failure
1934,L49113,L,298.1,308.0,1638.0,35.1,38.0,0,No Failure
603,L47782,L,297.9,309.8,2000.0,21.3,29.0,0,No Failure
6163,L53342,L,301.0,310.8,1558.0,34.9,196.0,0,No Failure
7453,L54632,L,300.3,311.7,1579.0,33.6,59.0,0,No Failure
5476,L52655,L,302.7,312.2,1336.0,46.8,179.0,0,No Failure
4379,M19238,M,301.9,309.6,1385.0,45.8,217.0,1,Tool Wear Failure
9233,L56412,L,298.2,309.1,1350.0,52.0,136.0,0,No Failure
209,L47388,L,298.4,308.6,1591.0,36.7,122.0,0,No Failure
7042,L54221,L,300.6,310.5,1470.0,37.7,98.0,0,No Failure
7020,L54199,L,300.8,310.8,1741.0,27.1,39.0,0,No Failure
2359,M17218,M,299.2,308.4,1381.0,42.5,54.0,1,Failure
9186,L56365,L,297.9,309.1,1442.0,50.3,24.0,0,No Failure
1235,H30648,H,297.2,308.5,2440.0,14.0,166.0,1,Failure
8539,L55718,L,298.5,309.4,1548.0,37.7,43.0,0,No Failure
9857,L57036,L,298.6,309.5,1450.0,44.2,63.0,0,No Failure
4962,L52141,L,303.9,312.7,1800.0,24.3,158.0,0,No Failure
9512,L56691,L,299.1,310.3,1449.0,40.7,40.0,0,No Failure
5488,M20347,M,302.6,312.1,1611.0,39.9,210.0,0,No Failure
2467,L49646,L,299.0,308.6,1429.0,37.7,126.0,0,No Failure
7134,M21993,M,300.5,309.9,1552.0,41.3,116.0,0,No Failure
9838,M24697,M,298.4,309.3,1355.0,50.6,8.0,0,No Failure
1147,L48326,L,297.0,307.9,1529.0,42.2,157.0,0,No Failure
6412,M21271,M,300.4,310.0,1560.0,42.3,186.0,0,No Failure
9702,L56881,L,298.8,309.8,1485.0,42.4,74.0,0,No Failure
3497,L50676,L,301.9,310.9,1309.0,48.0,124.0,0,No Failure
2503,L49682,L,299.2,309.0,1515.0,48.9,228.0,0,No Failure
4663,H34076,H,303.3,311.2,1607.0,31.7,34.0,1,Power Failure
8027,L55206,L,300.7,311.9,1399.0,50.2,222.0,1,Heat Dissipation Failure
2842,L50021,L,300.3,309.4,1705.0,29.4,190.0,0,No Failure
5405,H34818,H,302.8,312.5,1422.0,46.1,4.0,0,No Failure
2093,L49272,L,299.4,309.2,1444.0,48.2,24.0,0,No Failure
7482,H36895,H,300.2,311.4,1506.0,36.1,141.0,0,No Failure
7945,L55124,L,300.8,311.7,1414.0,49.0,10.0,0,No Failure
511,L47690,L,297.5,309.3,1564.0,37.5,20.0,0,No Failure
721,L47900,L,297.4,308.9,1809.0,23.8,131.0,0,No Failure
1633,L48812,L,297.9,307.9,1426.0,43.6,89.0,0,No Failure
5706,L52885,L,302.4,311.9,1452.0,43.1,137.0,1,Heat Dissipation Failure
4533,H33946,H,302.5,310.4,1422.0,41.9,156.0,0,No Failure
8893,L56072,L,297.6,308.8,1475.0,43.0,119.0,0,No Failure
9432,L56611,L,298.0,308.6,1430.0,57.0,43.0,0,No Failure
6067,L53246,L,301.0,311.0,1804.0,25.8,174.0,0,No Failure
9669,L56848,L,299.1,310.3,1619.0,35.2,240.0,0,No Failure
1738,L48917,L,298.4,307.9,1743.0,27.3,134.0,0,No Failure
6856,M21715,M,301.1,311.3,1654.0,30.7,28.0,0,No Failure
4337,H33750,H,301.6,309.9,1423.0,53.6,95.0,0,No Failure
8117,L55296,L,300.3,311.8,2004.0,19.6,12.0,1,Overstrain Failure
3141,H32554,H,300.4,309.9,2563.0,12.8,81.0,0,No Failure
2251,M17110,M,299.2,308.4,1396.0,48.7,13.0,0,No Failure
1953,L49132,L,298.0,307.8,1266.0,60.5,81.0,0,No Failure
872,L48051,L,295.8,306.4,1339.0,53.2,67.0,0,No Failure
526,L47705,L,297.4,309.4,1466.0,45.5,53.0,0,No Failure
5895,L53074,L,301.2,310.9,1597.0,37.9,164.0,0,No Failure
2327,M17186,M,299.4,308.7,1487.0,52.6,205.0,0,No Failure
4755,M19614,M,303.3,311.5,1384.0,54.8,48.0,0,No Failure
4047,M18906,M,301.9,310.9,1421.0,46.2,26.0,0,No Failure
8885,L56064,L,298.0,309.2,1527.0,32.4,99.0,0,No Failure
1464,L48643,L,298.8,310.1,1607.0,39.5,105.0,0,No Failure
1521,L48700,L,298.3,309.1,1472.0,40.1,31.0,0,No Failure
4630,L51809,L,303.0,311.2,1735.0,26.1,194.0,0,No Failure
2128,H31541,H,299.3,309.0,1425.0,40.6,123.0,0,No Failure
7278,L54457,L,300.1,310.2,1475.0,54.2,53.0,0,No Failure
2630,L49809,L,300.0,309.7,1586.0,37.8,103.0,0,No Failure
227,L47406,L,298.3,308.4,1329.0,49.2,166.0,0,No Failure
9754,L56933,L,298.5,309.8,1593.0,35.1,203.0,0,No Failure
8335,M23194,M,298.8,309.7,1459.0,47.3,141.0,0,No Failure
7521,L54700,L,300.2,311.6,1529.0,35.5,21.0,0,No Failure
5437,M20296,M,302.9,312.5,1679.0,30.9,79.0,0,No Failure
4550,L51729,L,302.6,310.6,1549.0,37.5,199.0,0,No Failure
4957,M19816,M,303.8,312.5,2344.0,15.2,146.0,0,No Failure
1211,L48390,L,297.0,308.1,1537.0,39.0,103.0,0,No Failure
7764,L54943,L,300.4,311.6,1200.0,76.6,3.0,0,No Failure
5813,L52992,L,301.4,311.1,1495.0,36.3,193.0,0,No Failure
9219,L56398,L,297.7,308.8,1354.0,50.2,103.0,0,No Failure
14,M14873,M,298.6,309.2,1742.0,30.0,37.0,0,No Failure
362,L47541,L,297.5,308.3,1596.0,36.8,77.0,0,No Failure
574,L47753,L,297.9,309.9,1472.0,45.0,183.0,0,No Failure
7288,M22147,M,300.2,310.4,1530.0,35.7,80.0,0,No Failure
5114,L52293,L,304.1,313.6,1382.0,46.7,134.0,0,No Failure
2630,L49809,L,300.0,309.7,1586.0,37.8,103.0,0,No Failure
7195,L54374,L,300.1,310.1,1380.0,52.6,59.0,0,No Failure
9012,M23871,M,297.2,307.9,1530.0,35.9,197.0,0,No Failure
4249,L51428,L,302.6,311.0,1506.0,37.2,95.0,0,No Failure
9107,L56286,L,297.4,308.3,1854.0,21.8,24.0,0,No Failure
2859,L50038,L,300.5,309.3,1417.0,51.5,231.0,0,No Failure
5548,M20407,M,302.3,311.7,1540.0,28.9,149.0,0,No Failure
7040,H36453,H,300.6,310.5,1519.0,37.0,91.0,0,No Failure
4871,M19730,M,303.7,312.4,1631.0,28.5,132.0,0,No Failure
4718,M19577,M,303.4,311.6,1425.0,45.4,184.0,0,No Failure
4244,M19103,M,302.4,310.9,1435.0,42.3,83.0,0,No Failure
2530,M17389,M,298.8,308.6,1571.0,33.7,61.0,0,No Failure
9323,M24182,M,298.5,309.3,1512.0,38.1,170.0,1,Failure
9450,M24309,M,298.1,308.8,1434.0,41.8,93.0,0,No Failure
7502,L54681,L,300.2,311.7,1640.0,30.8,191.0,1,Failure
152,M15011,M,298.4,308.2,1463.0,37.6,188.0,0,No Failure
6839,L54018,L,301.1,311.1,1570.0,41.6,202.0,0,No Failure
9512,L56691,L,299.1,310.3,1449.0,40.7,40.0,0,No Failure
2647,M17506,M,299.8,309.5,1453.0,43.2,153.0,0,No Failure
2234,L49413,L,299.5,308.7,2549.0,13.0,179.0,0,No Failure
9143,L56322,L,297.6,308.5,1678.0,34.2,114.0,0,No Failure
2042,L49221,L,299.1,308.9,1680.0,27.2,110.0,0,No Failure
9784,H39197,H,298.8,309.9,1466.0,44.6,66.0,0,No Failure
5490,L52669,L,302.6,312.1,1499.0,35.0,215.0,0,No Failure
9305,L56484,L,298.3,309.1,1537.0,43.0,123.0,0,No Failure
2268,L49447,L,299.2,308.5,1370.0,52.4,61.0,0,No Failure
2732,M17591,M,299.7,309.2,1597.0,32.9,135.0,0,No Failure
8059,L55238,L,300.3,311.6,1515.0,44.9,69.0,0,No Failure
4434,H33847,H,302.4,310.2,1435.0,44.9,127.0,0,No Failure
7769,M22628,M,300.2,311.4,1960.0,20.9,20.0,0,No Failure
7652,M22511,M,300.4,311.5,1476.0,32.6,144.0,0,No Failure
3983,L51162,L,302.2,311.3,1475.0,48.6,104.0,0,No Failure
6596,M21455,M,301.5,310.7,1460.0,38.6,14.0,0,No Failure
391,L47570,L,297.6,308.7,1460.0,46.7,150.0,1,Tool Wear Failure
6071,L53250,L,300.9,310.9,1615.0,32.0,183.0,0,No Failure
3837,L51016,L,302.4,311.2,1466.0,43.9,152.0,0,No Failure
4183,L51362,L,302.4,310.7,1362.0,54.8,155.0,0,No Failure
2590,L49769,L,299.0,308.7,2250.0,16.6,208.0,0,No Failure
3090,H32503,H,300.1,309.3,1520.0,38.2,158.0,0,No Failure
5216,M20075,M,303.7,312.7,1532.0,42.7,194.0,0,No Failure
1685,L48864,L,297.8,307.3,1438.0,44.5,3.0,0,No Failure
1435,M16294,M,298.8,309.8,1377.0,49.6,27.0,0,No Failure
8887,L56066,L,297.9,309.0,1583.0,36.7,104.0,0,No Failure
6861,L54040,L,301.1,311.2,1910.0,20.2,41.0,1,Failure
1164,L48343,L,296.9,307.9,1367.0,47.1,204.0,0,No Failure
3635,L50814,L,302.2,311.4,1499.0,37.7,55.0,0,No Failure
9027,M23886,M,297.5,308.4,1685.0,28.1,15.0,0,No Failure
2597,L49776,L,299.0,308.7,1426.0,38.6,16.0,0,No Failure
9701,M24560,M,298.9,309.8,1353.0,53.7,71.0,0,No Failure
1731,M16590,M,298.3,307.8,1330.0,55.4,114.0,0,No Failure
6164,L53343,L,300.8,310.7,1358.0,48.1,198.0,0,No Failure
9919,L57098,L,298.4,308.8,1352.0,56.7,24.0,1,Failure
3712,L50891,L,302.2,311.5,1543.0,38.5,37.0,0,No Failure
1498,L48677,L,298.0,308.7,1629.0,34.3,191.0,0,No Failure
3717,L50896,L,302.3,311.4,1609.0,32.3,49.0,1,Power Failure
6673,L53852,L,301.6,310.7,1424.0,50.5,214.0,0,No Failure
7234,L54413,L,299.9,310.0,1447.0,45.9,162.0,0,No Failure
5576,H34989,H,302.4,312.0,1477.0,39.7,18.0,0,No Failure
6842,M21701,M,301.1,311.2,1591.0,35.0,208.0,0,No Failure
4418,L51597,L,302.6,310.4,1365.0,66.8,80.0,0,No Failure
9883,L57062,L,298.8,309.8,1895.0,22.0,134.0,0,No Failure
7172,M22031,M,300.2,310.2,1438.0,51.5,7.0,1,Failure
6358,L53537,L,300.2,309.8,1398.0,54.8,39.0,0,No Failure
5920,L53099,L,300.6,310.3,1414.0,50.6,25.0,0,No Failure
9868,L57047,L,299.0,309.9,1411.0,44.7,94.0,0,No Failure
5450,L52629,L,303.1,312.8,2329.0,15.1,113.0,0,No Failure
6872,L54051,L,301.0,311.3,1349.0,47.0,71.0,0,No Failure
4795,L51974,L,303.6,312.6,1699.0,27.9,160.0,0,No Failure
5715,L52894,L,302.2,311.8,1618.0,36.0,158.0,0,No Failure
1366,L48545,L,298.7,310.1,1676.0,33.5,70.0,0,No Failure
7178,L54357,L,300.2,310.2,1415.0,49.6,21.0,0,No Failure
8941,H38354,H,297.3,308.3,1935.0,19.3,24.0,1,Heat Dissipation Failure
3022,L50201,L,300.5,309.8,1421.0,49.6,211.0,0,No Failure
5294,M20153,M,303.9,313.4,1464.0,49.1,171.0,0,No Failure
9460,L56639,L,298.4,309.1,1579.0,36.1,123.0,0,No Failure
5489,L52668,L,302.7,312.2,1450.0,52.1,213.0,0,No Failure
4889,L52068,L,303.7,312.4,1512.0,39.2,184.0,0,No Failure
3838,L51017,L,302.4,311.2,1450.0,47.9,154.0,0,No Failure
6504,M21363,M,300.9,309.9,1465.0,42.9,209.0,0,No Failure
6672,L53851,L,301.5,310.6,1357.0,42.1,212.0,0,No Failure
103,L47282,L,298.8,308.8,1555.0,40.6,61.0,0,No Failure
4976,L52155,L,303.7,312.7,1426.0,45.5,192.0,0,No Failure
6887,M21746,M,300.8,311.3,1465.0,43.2,113.0,1,Failure
9256,L56435,L,298.2,309.0,1651.0,31.5,197.0,1,Heat Dissipation Failure
4704,M19563,M,303.6,311.8,1432.0,42.5,150.0,0,No Failure
9481,M24340,M,298.9,309.6,1434.0,43.8,180.0,0,No Failure
6736,L53915,L,301.6,311.0,1485.0,40.1,142.0,0,No Failure
3742,L50921,L,302.4,311.3,1503.0,38.2,120.0,0,No Failure
6284,L53463,L,301.3,310.8,1719.0,29.5,62.0,0,No Failure
9842,M24701,M,298.3,309.2,1359.0,51.4,21.0,0,No Failure
503,L47682,L,297.6,309.2,1390.0,43.3,221.0,0,No Failure
7823,H37236,H,299.9,311.3,1413.0,41.8,153.0,0,No Failure
7214,M22073,M,299.8,309.8,1427.0,45.2,106.0,0,No Failure
2821,L50000,L,300.2,309.5,1436.0,48.8,135.0,0,No Failure
8665,H38078,H,297.5,308.6,1355.0,58.9,138.0,0,No Failure
6245,M21104,M,301.0,310.4,1665.0,30.9,177.0,0,No Failure
9332,L56511,L,298.4,308.9,1496.0,37.9,194.0,0,No Failure
3569,L50748,L,301.8,310.6,1372.0,54.7,95.0,0,No Failure
3562,L50741,L,301.7,310.6,1486.0,38.5,78.0,0,No Failure
7740,L54919,L,300.5,311.9,1576.0,31.1,149.0,1,Overstrain Failure
1243,L48422,L,297.1,308.4,1468.0,44.4,197.0,0,No Failure
9359,L56538,L,298.2,308.7,1407.0,45.1,49.0,0,No Failure
9481,M24340,M,298.9,309.6,1434.0,43.8,180.0,0,No Failure
2953,H32366,H,300.7,309.5,1667.0,30.5,29.0,0,No Failure
4786,H34199,H,303.9,312.7,1401.0,50.0,129.0,0,No Failure
2421,H31834,H,298.8,308.2,1450.0,44.7,14.0,0,No Failure
7763,M22622,M,300.3,311.5,1400.0,43.8,0.0,0,No Failure
7914,L55093,L,300.7,312.1,1395.0,41.9,157.0,0,No Failure
5615,H35028,H,303.0,312.2,1624.0,28.8,117.0,0,No Failure
5599,L52778,L,302.8,312.1,1441.0,52.1,79.0,0,No Failure
418,L47597,L,297.4,308.4,1394.0,50.1,213.0,0,No Failure
2744,L49923,L,299.6,309.1,1476.0,45.3,166.0,0,No Failure
6167,H35580,H,300.9,310.7,1403.0,40.6,207.0,0,No Failure
6270,M21129,M,300.9,310.5,1444.0,43.2,27.0,1,Failure
2385,M17244,M,299.1,308.3,1506.0,38.0,125.0,0,No Failure
369,L47548,L,297.5,308.4,1489.0,39.5,96.0,0,No Failure
1630,M16489,M,297.9,307.9,1336.0,54.4,82.0,0,No Failure
5484,M20343,M,302.6,312.1,2000.0,21.9,200.0,0,No Failure
4144,L51323,L,301.7,310.1,1500.0,39.6,56.0,0,No Failure
6804,M21663,M,301.1,310.7,1367.0,43.4,111.0,0,No Failure
9455,L56634,L,298.4,309.2,1583.0,35.4,112.0,0,No Failure
7493,M22352,M,300.3,311.7,1319.0,51.4,170.0,0,No Failure
2043,M16902,M,299.1,308.9,1397.0,52.4,112.0,0,No Failure
7890,M22749,M,300.7,312.4,1371.0,61.7,102.0,0,No Failure
4107,L51286,L,301.9,310.5,1425.0,51.1,173.0,0,No Failure
6081,L53260,L,300.9,310.7,1468.0,36.2,208.0,0,No Failure
2857,H32270,H,300.5,309.3,1471.0,45.2,223.0,0,No Failure
9965,L57144,L,298.3,307.9,1766.0,26.5,145.0,0,No Failure
3346,L50525,L,301.3,310.7,1594.0,34.1,172.0,0,No Failure
150,L47329,L,298.4,308.3,1473.0,39.9,184.0,1,Failure
2709,L49888,L,299.6,309.1,2266.0,15.3,79.0,0,No Failure
6821,L54000,L,300.8,310.6,1551.0,34.5,153.0,0,No Failure
1670,L48849,L,298.2,307.9,1544.0,31.4,192.0,0,No Failure
1968,L49147,L,297.9,307.6,1589.0,37.8,120.0,0,No Failure
6889,M21748,M,300.9,311.4,1434.0,45.4,118.0,0,No Failure
1130,L48309,L,296.7,307.9,1690.0,29.6,119.0,0,No Failure
6162,L53341,L,301.0,310.9,1479.0,44.3,194.0,0,No Failure
9237,L56416,L,298.1,308.7,1556.0,31.6,145.0,0,No Failure
225,L47404,L,298.3,308.6,1584.0,29.3,162.0,0,No Failure
9871,H39284,H,299.0,309.9,1884.0,25.6,100.0,0,No Failure
7253,H36666,H,300.2,310.4,1501.0,42.9,212.0,0,No Failure
24,L47203,L,299.0,309.4,1758.0,25.7,68.0,1,Failure
7268,L54447,L,300.5,310.5,1695.0,26.7,28.0,0,No Failure
4561,L51740,L,302.7,310.7,1597.0,41.9,15.0,0,No Failure
3891,L51070,L,302.3,311.2,1386.0,53.5,59.0,0,No Failure
7602,L54781,L,300.4,311.2,1351.0,62.0,18.0,0,No Failure
5338,M20197,M,303.3,312.6,1482.0,44.4,73.0,0,No Failure
2588,L49767,L,299.0,308.7,2248.0,16.8,204.0,0,No Failure
648,L47827,L,297.7,309.3,1559.0,36.9,145.0,0,No Failure
817,L47996,L,296.8,307.6,1434.0,48.3,138.0,0,No Failure
9526,L56705,L,299.1,310.3,1411.0,42.1,74.0,1,Failure
2603,L49782,L,299.4,309.2,1427.0,41.5,29.0,1,Failure
2308,H31721,H,299.0,308.5,1623.0,33.5,154.0,0,No Failure
1331,L48510,L,298.9,310.2,1696.0,30.2,214.0,0,No Failure
9031,M23890,M,297.5,308.4,1403.0,44.3,25.0,1,Failure
7888,L55067,L,300.7,312.4,1590.0,37.9,98.0,0,No Failure
3003,M17862,M,300.5,309.8,1555.0,38.9,166.0,1,Overstrain Failure
490,M15349,M,297.5,309.2,1347.0,55.8,188.0,0,No Failure
7889,L55068,L,300.7,312.3,1577.0,33.2,100.0,0,No Failure
7598,L54777,L,300.5,311.0,2074.0,18.9,9.0,0,No Failure
8079,L55258,L,300.3,311.7,1571.0,31.2,123.0,1,Heat Dissipation Failure
146,L47325,L,298.5,308.4,1513.0,33.6,172.0,0,No Failure
8580,M23439,M,297.4,308.1,1620.0,31.2,143.0,0,No Failure
4254,M19113,M,302.6,311.0,1329.0,48.6,111.0,0,No Failure
6860,M21719,M,301.1,311.3,1909.0,22.7,38.0,1,Failure
1269,L48448,L,298.0,309.5,1496.0,45.8,46.0,0,No Failure
5691,L52870,L,302.3,311.8,1435.0,44.8,98.0,0,No Failure
950,L48129,L,295.6,306.3,1636.0,32.7,56.0,0,No Failure
8304,L55483,L,298.8,310.2,1504.0,41.0,51.0,0,No Failure
7928,L55107,L,300.7,311.9,1476.0,42.0,196.0,0,No Failure
7673,M22532,M,300.5,311.7,2141.0,17.2,196.0,0,No Failure
2855,L50034,L,300.5,309.3,1470.0,40.8,219.0,0,No Failure
9642,L56821,L,299.3,310.4,1365.0,53.9,171.0,0,No Failure
6012,L53191,L,300.8,310.8,1564.0,36.2,31.0,0,No Failure
8766,L55945,L,297.4,308.8,1353.0,49.4,188.0,0,No Failure
873,M15732,M,295.8,306.4,1335.0,51.7,69.0,0,No Failure
9930,H39343,H,298.4,308.4,1479.0,39.2,58.0,0,No Failure
4919,L52098,L,303.3,312.2,1457.0,40.7,48.0,0,No Failure
4921,L52100,L,303.4,312.2,1337.0,69.4,52.0,0,No Failure
9479,L56658,L,298.8,309.6,1890.0,24.0,173.0,0,No Failure
4974,L52153,L,303.8,312.7,1461.0,38.2,188.0,0,No Failure
7719,H37132,H,300.6,311.7,1427.0,44.6,87.0,0,No Failure
1953,L49132,L,298.0,307.8,1266.0,60.5,81.0,0,No Failure
4385,L51564,L,301.8,309.6,1443.0,42.7,231.0,1,Heat Dissipation Failure
9224,L56403,L,297.9,309.0,1382.0,43.9,116.0,0,No Failure
6286,M21145,M,301.2,310.7,1426.0,46.1,67.0,0,No Failure
5514,M20373,M,302.8,312.2,1452.0,50.3,60.0,1,Power Failure
2886,M17745,M,300.5,309.5,1320.0,49.9,59.0,0,No Failure
9187,L56366,L,297.9,309.0,1629.0,29.0,26.0,0,No Failure
6824,M21683,M,300.9,310.7,1268.0,56.3,161.0,0,No Failure
702,L47881,L,297.7,308.8,1515.0,40.1,82.0,0,No Failure
2217,L49396,L,299.7,309.2,1645.0,30.8,137.0,0,No Failure
3415,L50594,L,301.3,310.3,1555.0,41.2,131.0,0,No Failure
3904,H33317,H,302.2,311.1,1476.0,39.6,96.0,0,No Failure
3159,L50338,L,300.4,309.7,1679.0,30.1,136.0,0,No Failure
7959,L55138,L,301.0,312.1,1377.0,49.9,48.0,0,No Failure
8734,M23593,M,297.3,308.7,1447.0,44.5,105.0,0,No Failure
2484,M17343,M,298.9,308.7,1402.0,49.8,167.0,0,No Failure
3475,M18334,M,301.9,310.8,1557.0,35.3,65.0,0,No Failure
4224,L51403,L,302.0,310.7,1657.0,31.9,37.0,0,No Failure
2117,M16976,M,299.4,309.0,1381.0,44.9,88.0,0,No Failure
5313,L52492,L,303.6,312.9,1873.0,23.5,7.0,1,Failure
2820,L49999,L,300.2,309.5,1356.0,51.1,133.0,0,No Failure
9952,L57131,L,298.2,307.8,1355.0,59.4,115.0,0,No Failure
9341,H38754,H,298.4,308.9,1577.0,37.1,0.0,0,No Failure
4833,L52012,L,303.5,312.0,1436.0,45.1,32.0,1,Failure
11,H29424,H,298.4,308.9,1782.0,23.9,24.0,0,No Failure
6785,M21644,M,301.3,310.7,1391.0,52.5,61.0,0,No Failure
2382,L49561,L,299.1,308.2,1493.0,34.9,119.0,0,No Failure
7626,L54805,L,300.6,311.7,1556.0,34.9,76.0,0,No Failure
33,L47212,L,299.0,309.4,1419.0,48.3,91.0,0,No Failure
7190,L54369,L,300.4,310.4,1486.0,46.3,48.0,0,No Failure
425,L47604,L,297.3,308.4,1430.0,45.7,15.0,0,No Failure
9867,L57046,L,299.0,309.9,1630.0,34.0,92.0,0,No Failure
1006,L48185,L,296.2,307.2,1382.0,52.0,201.0,0,No Failure
1486,M16345,M,298.1,309.0,1976.0,19.3,158.0,0,No Failure
4088,L51267,L,301.9,310.4,1376.0,54.9,126.0,0,No Failure
2069,M16928,M,299.7,309.6,1534.0,39.1,176.0,0,No Failure
1503,L48682,L,298.0,308.7,1462.0,48.2,204.0,0,No Failure
6248,L53427,L,300.8,310.2,1492.0,46.3,187.0,0,No Failure
1626,L48805,L,297.9,307.8,1365.0,46.9,73.0,0,No Failure
2394,L49573,L,299.2,308.5,1544.0,41.6,146.0,0,No Failure
887,L48066,L,295.7,306.2,1458.0,40.6,103.0,0,No Failure
8754,M23613,M,297.4,308.6,1657.0,33.1,156.0,0,No Failure
5673,H35086,H,302.1,311.6,1701.0,26.2,46.0,0,No Failure
9784,H39197,H,298.8,309.9,1466.0,44.6,66.0,0,No Failure
4936,L52115,L,303.4,312.3,1479.0,42.8,92.0,1,Failure
6714,L53893,L,301.3,310.6,1416.0,45.2,88.0,0,No Failure
2614,M17473,M,299.3,309.1,1571.0,38.3,59.0,0,No Failure
3572,M18431,M,301.7,310.6,1691.0,27.7,105.0,0,No Failure
4460,L51639,L,302.6,310.4,1743.0,26.3,191.0,0,No Failure
6976,M21835,M,300.7,311.0,1378.0,51.6,130.0,0,No Failure
7542,M22401,M,300.3,311.5,1528.0,40.9,76.0,1,Heat Dissipation Failure
5514,M20373,M,302.8,312.2,1452.0,50.3,60.0,0,No Failure
1242,M16101,M,297.1,308.5,1621.0,32.4,194.0,0,No Failure
